,Names,Intelligence,Strength,Speed,Durability,Power,Combat,Tier,Abilities,Creators
34,Abraxas,100,100,100,100,100,70,90,"['Absorption', 'Accelerated Healing', 'Acid Resistants', 'Afterimage Creation', 'Agility', 'Causality Resistance', 'Clairvoyance Resistance', 'Cold Resistance', 'Corruption Resistance', 'Cosmic Awareness', 'Creation', 'Curse Resistance', 'Death Manipulation', 'Death Touch', 'Dexterity', 'Dimensional Travel', 'Durability', 'Electricity Resistance', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Senses', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Touch', 'Existence Erasure', 'Existence Erasure Resistance', 'Fire Control', 'Fire Resistance', 'Flight', 'Heat Generation', 'Heat Resistance', 'Hellfire Resistance', 'Higher Dimensional Manipulation', 'Holy Resistance', 'Illusion Resistance', 'Immortality', 'Intangibility', 'Intelligence', 'Interstellar Travel', 'Invulnerability', 'Levitation', 'Life Manipulation', 'Magic Resistance', 'Memory Manipulation', 'Mind Blast', 'Mind Control', 'Mind Control Resistance', 'Mind Transfer', 'Molecular Combustion', 'Molecular Dissipation', 'Molecular Immobilization', 'Molecular Manipulation', 'Molecular Oscillation', 'Nigh-Omnipresence', 'Portal Creation', 'Power Absorption', 'Power Nullifier', 'Precognition', 'Projection', 'Radiation Immunity', 'Reality Warping', 'Reality Warping Resistance', 'Reflexes', 'Regeneration', 'Resurrection', 'Self-Sustenance', 'Shapeshifting', 'Shockwaves Generation', 'Size Changing', 'Sleep Manipulation', 'Smoke Manipulation', 'Soul Resistance', 'Sound Manipulation', 'Spaceflight', 'Spatial Manipulation', 'Subjective Reality', 'Super Speed', 'Super Strength', 'Telekinesis', 'Telepathy Resistance', 'Teleportation', 'Terrakinesis', 'Time Manipulation', 'Time Manipulation Resistance', 'Time Travel', 'Timeframe Control', 'Toxin and Disease Resistance', 'Underwater breathing', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Weather Control', 'Astral Trap', 'Astral Travel', 'Attack Reflection', 'Banish', 'Density Control', 'Electricity Absorption', 'Electrokinesis', 'Element Control', 'Elemental Transmogrification', 'Invisibility', 'Large Size', 'Phasing', 'Possession Resistance', 'Power Bestowal', 'Power Mimicry', 'Radiation Absorption', 'Radiation Control', 'Spatial Awareness']",Marvel Comics
35,Absalom,60,1,1,30,70,50,10,"['Bone Manipulation', 'Resurrection', 'Accelerated Healing', 'Immortality']",Marvel Comics
36,Absorbing Man,50,100,11,100,70,55,30,"['Absorption', 'Durability', 'Energy Absorption', 'Invulnerability', 'Matter Absorption', 'Molecular Manipulation', 'Natural Armor', 'Power Absorption', 'Radiation Absorption', 'Radiation Immunity', 'Super Strength', 'Immortality', 'Regeneration', 'Intangibility', 'Size Changing', 'Stealth']",Marvel Comics
37,Absorbing Man,55,25,11,35,50,50,10,"['Absorption', 'Fire Resistance', 'Heat Resistance', 'Inorganic Physiology', 'Invulnerability', 'Radiation Immunity', 'Electricity Absorption', 'Electricity Resistance', 'Energy Absorption', 'Energy Resistance', 'Master Martial Artist', 'Power Absorption', 'Radiation Absorption', 'Toxin and Disease Resistance', 'Weapons Master']",Marvel Comics
38,Absorbing Man,0,0,0,0,0,0,0,,Marvel Comics
39,Absorbing Man,0,0,0,0,0,0,0,,Marvel Comics
40,Absorbing Man (Cosmic Cube),40,100,100,100,100,60,60,"['Absorption', 'Acid Resistants', 'Air Control', 'Antimatter Manipulation', 'Cold Resistance', 'Cosmic Awareness', 'Creation', 'Divine Powers', 'Durability', 'Electricity Absorption', 'Electricity Resistance', 'Electrokinesis', 'Element Control', 'Energy Absorption', 'Energy Beams', 'Energy Blasts', 'Energy Embodiment', 'Energy Manipulation', 'Energy Resistance', 'Fire Resistance', 'Heal', 'Heat Generation', 'Heat Resistance', 'Invulnerability', 'Large Size', 'Latent Abilities', 'Law Manipulation', 'Magic', 'Magic Absorption', 'Matter Absorption', 'Matter Manipulation', 'Molecular Manipulation', 'Natural Armor', 'Natural Weapons', 'Peak Human Condition', 'Power Absorption', 'Power Mimicry', 'Quantum Manipulation', 'Radiation Absorption', 'Radiation Immunity', 'Reactive Evolution', 'Reflexes', 'Regeneration', 'Separation', 'Size Changing', 'Space Manipulation', 'Spatial Manipulation', 'Stamina', 'Super Speed', 'Super Strength', 'Transformation', 'Vaporising Beams', 'Vortex Creation', 'Weather Control', 'Wind Control', 'Accelerated Healing', 'Agility', 'Bullet Time', 'Dexterity', 'Dimensional Travel', 'Endurance', 'Enhanced Senses', 'Godly Physiology', 'Gravity Control', 'Illumination', 'Immortality', 'Jump', 'Molecular Combustion', 'Molecular Dissipation', 'Molecular Immobilization', 'Molecular Oscillation', 'Power Augmentation', 'Power Bestowal', 'Reality Warping', 'Reality Warping Resistance', 'Resurrection', 'Seismic Power', 'Shapeshifting', 'Shockwaves Generation', 'Space Survivability', 'Statistics Amplification', 'Subjective Reality', 'Vision - Night', 'Vision - Telescopic', 'Weapon-based Powers', 'Weapons Master', 'Existence Erasure Resistance']",Marvel Comics
41,Absorbing Man,0,0,0,0,0,0,0,,Marvel Comics
42,Absorbing Man,0,0,0,0,0,0,0,,Marvel Comics
43,Absorbing Man,0,0,0,0,0,0,0,,Marvel Comics
44,Abyss,0,0,0,0,0,0,0,,Marvel Comics
45,Abyss,0,0,0,0,0,0,0,,Marvel Comics
46,Abyss,0,0,0,0,0,0,0,,Marvel Comics
47,Abyss (Ex Nihilo),70,1,5,55,60,30,30,,Marvel Comics
48,Abyss,0,0,0,0,0,0,0,,Marvel Comics
49,Abyss Man,0,0,0,0,0,0,0,,Marvel Comics
50,Ace,0,0,0,0,0,0,0,,Marvel Comics
51,Achebe,0,0,0,0,0,0,0,,Marvel Comics
52,Achilles,0,0,0,0,0,0,0,,Marvel Comics
53,Acitua,0,0,0,0,0,0,0,,Marvel Comics
54,Acrobat,0,0,0,0,0,0,0,,Marvel Comics
55,Acroyear,0,0,0,0,0,0,0,,Marvel Comics
56,Adam Destine,0,0,0,0,0,0,0,,Marvel Comics
57,Adam II,0,0,0,0,0,0,0,,Marvel Comics
58,Adam Mann,0,0,0,0,0,0,0,,Marvel Comics
59,Adam Warlock,75,100,75,100,90,60,60,"['Absorption', 'Accelerated Development', 'Accelerated Healing', 'Acrobatics', 'Agility', 'Cold Resistance', 'Cosmic Awareness', 'Dexterity', 'Electricity Resistance', 'Endurance', 'Energy Absorption', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Enhanced Senses', 'Fire Resistance', 'Flight', 'Godly Physiology', 'Heal', 'Heat Resistance', 'Immortality', 'Intelligence', 'Interstellar Travel', 'Invulnerability', 'Jump', 'Longevity', 'Matter Manipulation', 'Peak Human Condition', 'Radiation Immunity', 'Reflexes', 'Regeneration', 'Resurrection', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Creation', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Technological Possession', 'Omnilingualism']",Marvel Comics
60,Adam Warlock,0,0,0,0,0,0,0,,Marvel Comics
61,Adam Warlock,0,0,0,0,0,0,0,,Marvel Comics
62,Adam Warlock,0,0,0,0,0,0,0,,Marvel Comics
63,Adam-X,55,6,25,30,65,55,20,"['Agility', 'Reflexes', 'Super Speed', 'Super Strength', 'Blood Manipulation', 'Electrokinesis', 'Enhanced Sight', 'Regeneration']",Marvel Comics
64,Adaptoid (A.I.M),0,0,0,0,0,0,0,,Marvel Comics
65,Adelbert Greywing,0,0,0,0,0,0,0,,Marvel Comics
66,Adjudicator,0,0,0,0,0,0,0,,Marvel Comics
67,Administrator,0,0,0,0,0,0,0,,Marvel Comics
68,Adolf Hitler,80,1,1,10,5,45,0,"['Master Tactician', 'Berserk Mode', 'Preparation', 'Weapons Master']",Marvel Comics
69,Adolfus Crane,0,0,0,0,0,0,0,,Marvel Comics
70,Adrenazon,0,0,0,0,0,0,0,,Marvel Comics
71,Adva,0,0,0,0,0,0,0,,Marvel Comics
72,Adversary,0,0,0,0,0,0,0,,Marvel Comics
73,Aegis,100,100,100,100,100,80,80,"['Absorption', 'Accelerated Healing', 'Agility', 'Attack Reflection', 'Aura', 'Biokinesis', 'Clairvoyance', 'Cold Resistance', 'Cosmic Awareness', 'Danger Sense', 'Deconstruction', 'Dimensional Travel', 'Durability', 'Electrical Transport', 'Electricity Absorption', 'Electricity Resistance', 'Element Control', 'Endurance', 'Energy Beams', 'Energy Constructs', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Condition', 'Enhanced Senses', 'Extrasensory Perception', 'Fire Resistance', 'Flight', 'Force Fields', 'Godly Physiology', 'Heat Generation', 'Heat Resistance', 'Illumination', 'Indomitable Will', 'Intelligence', 'Interstellar Travel', 'Invulnerability', 'Jump', 'Large Size', 'Latent Abilities', 'Levitation', 'Life Manipulation', 'Marksmanship', 'Master Tactician', 'Matter Manipulation', 'Molecular Manipulation', 'Omnilingualism', 'Power Absorption', 'Power Augmentation', 'Power Bestowal', 'Power Cosmic', 'Power Modification', 'Power Nullifier', 'Power Sense', 'Purification', 'Radiation Immunity', 'Reflexes', 'Self-Sustenance', 'Stamina', 'Super Speed', 'Super Strength', 'Telekinesis', 'Teleportation', 'Terrakinesis', 'Toxin and Disease Resistance', 'Underwater breathing', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Vision - Thermal', 'Vision - X-Ray', 'Vitakinesis', 'Vortex Creation', 'Weapons Master', 'Weather Control', 'Acausality', 'Acrobatics', 'Adaptation', 'Animation', 'Anti-Gravity', 'Antimatter Manipulation', 'Astral Projection', 'Astral Trap', 'Attack Negation', 'Black Hole Manipulation', 'Body Puppetry', 'Clairvoyance Resistance', 'Compassion Inducement', 'Conceptual Manipulation', 'Corruption', 'Corruption Resistance', 'Creation', 'Curse Manipulation', 'Dexterity', 'Dimensional Awareness', 'Dream Manipulation', 'Durability Negation', 'Electrokinesis', 'Empathy', 'Energy Blasts', 'Existence Erasure Resistance', 'Fire Control', 'Hypnokinesis', 'Illusions', 'Immortality', 'Intuitive aptitude', 'Light Control', 'Magic', 'Magic Resistance', 'Memory Manipulation', 'Mind Control', 'Mind Control Resistance', 'Non-Physical Interaction', 'Petrification', 'Possession Resistance', 'Power Absorption Immunity', 'Projection', 'Psionic Powers', 'Psychometry', 'Quantum Manipulation', 'Radiation Absorption', 'Radiation Control', 'Reality Warping', 'Reality Warping Resistance', 'Regeneration', 'Resurrection', 'Sense Manipulation', 'Spatial Manipulation', 'Stealth', 'Telepathy', 'Telepathy Resistance', 'Transmutation', 'Water Control', 'Wind Control', 'Wishing', 'Awakened Power', 'Berserk Mode', 'Law Manipulation', 'Master Martial Artist', 'Precognition', 'Technopath/Cyberpath', 'Toxin and Disease Control']",Marvel Comics
74,Aero,0,0,0,0,0,0,0,,Marvel Comics
75,Aero,0,0,0,0,0,0,0,,Marvel Comics
76,Aerolite,0,0,0,0,0,0,0,,Marvel Comics
77,Aeshma,0,0,0,0,0,0,0,,Marvel Comics
78,Aesir,0,0,0,0,0,0,0,,Marvel Comics
79,Aesklos,0,0,0,0,0,0,0,,Marvel Comics
80,Aeturnum,70,25,11,12,70,60,10,"['Agility', 'Durability', 'Enhanced Hearing', 'Radiation Immunity', 'Stamina', 'Super Speed', 'Super Strength', 'Wallcrawling', 'Accelerated Healing', 'Energy Blasts', 'Gliding', 'Longevity', 'Reflexes', 'Substance Secretion', 'Toxin and Disease Resistance', 'Electrokinesis']",Marvel Comics
81,Aftershock,0,0,0,0,0,0,0,,Marvel Comics
82,Agamemnon,0,0,0,0,0,0,0,,Marvel Comics
83,Agamotto,95,100,100,100,100,90,80,"['Absorption', 'Accelerated Healing', 'Adaptation', 'Agility', 'Antimatter Manipulation', 'Arcane Magic', 'Astral Projection', 'Astral Trap', 'Astral Travel', 'Attack Negation', 'Attack Reflection', 'Audio Control', 'Awakened Power', 'Black Hole Manipulation', 'Bullet Time', 'Cloaking', 'Cold Resistance', 'Conceptual Manipulation', 'Creation', 'Damage Boost', 'Damage Reduction', 'Damage Transferal', 'Dexterity', 'Dimensional Awareness', 'Dimensional Travel', 'Durability', 'Energy Absorption', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Fire Control', 'Fire Resistance', 'Food Manipulation', 'Force Fields', 'Gravity Control', 'Heat Generation', 'Heat Resistance', 'Higher Dimensional Manipulation', 'Illusions', 'Immortality', 'Information Analysis', 'Intangibility', 'Invulnerability', 'Levitation', 'Light Control', 'Magic', 'Magic Resistance', 'Matter Absorption', 'Matter Manipulation', 'Memory Manipulation', 'Mind Blast', 'Mind Control', 'Mind Transfer', 'Necromancy', 'Non-Corporeal', 'Non-Physical Interaction', 'Phasing', 'Pocket Dimensions', 'Portal Creation', 'Possession Resistance', 'Power Absorption', 'Power Absorption Immunity', 'Power Augmentation', 'Power Bestowal', 'Power Mimicry', 'Power Nullifier', 'Power Sense', 'Precognition', 'Projection', 'Purification', 'Radiation Absorption', 'Radiation Control', 'Radiation Immunity', 'Reality Warping', 'Reality Warping Resistance', 'Regeneration', 'Resurrection', 'Sealing', 'Shapeshifting', 'Smoke Manipulation', 'Soul Manipulation', 'Sound Manipulation', 'Spatial Awareness', 'Spatial Communication', 'Spatial Manipulation', 'Stamina', 'Statistics Amplification', 'Stealth', 'Super Speed', 'Super Strength', 'Telekinesis', 'Telepathy', 'Telepathy Resistance', 'Teleportation', 'Time Manipulation', 'Time Manipulation Resistance', 'Time Travel', 'Timeframe Control', 'Toxin and Disease Resistance', 'Transmutation', 'Unholy Resistance', 'Acausality', 'Accelerated Development', 'Afterimage Creation', 'Anti-Gravity', 'Avatar Creation', 'Clairvoyance Resistance', 'Corruption', 'Corruption Resistance', 'Cosmic Awareness', 'Curse Resistance', 'Dark Arts', 'Dark Magic', 'Darkforce Manipulation', 'Dream Manipulation', 'Durability Negation', 'Electricity Resistance', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Senses', 'Enhanced Sight', 'Entropy Projection', 'Flight', 'Fusion', 'Hellfire Resistance', 'Illusion Resistance', 'Magic Absorption', 'Master Martial Artist', 'Master Tactician', 'Mind Control Resistance', 'Paralysis', 'Possession', 'Power Mimicry Immunity', 'Preparation', 'Self-Sustenance', 'Size Changing', 'Sleep Manipulation', 'Soul Resistance', 'Spaceflight', 'Statistics Reduction', 'Status Effect Inducement', 'Subjective Reality', 'Summoning', 'Water Control', 'Weapons Master', 'Weather Control']",Marvel Comics
84,Agamotto,0,0,0,0,0,0,0,,Marvel Comics
85,Agatha Harkness,75,30,50,50,100,40,60,"['Arcane Magic', 'Astral Projection', 'Banish', 'Dark Arts', 'Dark Magic', 'Dimensional Awareness', 'Dimensional Travel', 'Element Control', 'Energy Absorption', 'Energy Beams', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Enhanced Sight', 'Force Fields', 'Heat Generation', 'Intelligence', 'Magic', 'Power Bestowal', 'Preparation', 'Reality Warping', 'Social Influencing', 'Soul Manipulation', 'Telekinesis', 'Teleportation', 'Toxin and Disease Resistance', 'Unholy Manipulation', 'Absorption', 'Agility', 'Animal Control', 'Astral Trap', 'Astral Travel', 'Attack Negation', 'Attack Reflection', 'Body Puppetry', 'Clairvoyance', 'Clairvoyance Resistance', 'Cold Resistance', 'Cosmic Awareness', 'Cryokinesis', 'Crystal Touch', 'Curse Resistance', 'Damage Boost', 'Damage Reduction', 'Damage Transferal', 'Danger Sense', 'Death Manipulation', 'Dexterity', 'Dream Manipulation', 'Durability Negation', 'Electricity Absorption', 'Electricity Resistance', 'Electrokinesis', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Senses', 'Enhanced Touch', 'Exorcism', 'Fear Inducement', 'Fear Manipulation', 'Fire Control', 'Fire Resistance', 'Flight', 'Fusion', 'Heat Resistance', 'Hellfire Resistance', 'Higher Dimensional Manipulation', 'Hypnokinesis', 'Illusions', 'Immortality', 'Immortality Negation', 'Information Analysis', 'Interstellar Travel', 'Invisibility', 'Invulnerability', 'Levitation', 'Light Control', 'Magic Absorption', 'Magic Resistance', 'Matter Absorption', 'Memory Manipulation', 'Mind Control', 'Mind Control Resistance', 'Paralysis', 'Petrification', 'Pocket Dimensions', 'Portal Creation', 'Possession Resistance', 'Power Absorption', 'Power Nullifier', 'Precognition', 'Probability Manipulation', 'Projection', 'Purification', 'Radiation Immunity', 'Reality Warping Resistance', 'Regeneration', 'Regeneration Negation', 'Sealing', 'Sleep Manipulation', 'Smoke Manipulation', 'Soul Resistance', 'Spatial Awareness', 'Spirit Control', 'Summoning', 'Telepathy', 'Telepathy Resistance', 'Terrakinesis', 'Transmutation', 'Unholy Resistance', 'Water Control', 'Weather Control', 'Wind Control', 'Accelerated Healing', 'Acid Resistants', 'Air Control', 'Density Control', 'Illusion Resistance', 'Necromancy', 'Sound Manipulation', 'Time Manipulation Resistance']",Marvel Comics
86,Agatha Harkness,70,40,25,35,70,65,30,"['Durability', 'Energy Blasts', 'Energy Constructs', 'Intelligence', 'Levitation', 'Longevity', 'Magic', 'Mind Control', 'Mind Control Resistance', 'Power Sense', 'Psionic Powers', 'Stamina', 'Super Speed', 'Super Strength', 'Telekinesis', 'Teleportation', 'Transmutation', 'Absorption', 'Agility', 'Cold Resistance', 'Dexterity', 'Endurance', 'Energy Absorption', 'Energy Beams', 'Energy Manipulation', 'Fire Resistance', 'Flight', 'Illusions', 'Jump', 'Magic Resistance', 'Marksmanship', 'Master Tactician', 'Necromancy', 'Projection', 'Psychometry', 'Radiation Immunity', 'Reality Warping', 'Reflexes', 'Stealth', 'Transformation', 'Animation', 'Invulnerability']",Marvel Comics
87,Agatha Harkness,0,0,0,0,0,0,0,,Marvel Comics
88,Agathe D'Arqueness,0,0,0,0,0,0,0,,Marvel Comics
89,Agathon The Tempter,0,0,0,0,0,0,0,,Marvel Comics
90,Aged Genghis,0,0,0,0,0,0,0,,Marvel Comics
91,Ageis The Lady Of All Sorrows,0,0,0,0,0,0,0,,Marvel Comics
92,Agent 13,70,1,8,15,15,95,10,"['Peak Human Condition', 'Stamina', 'Weapons Master', 'Agility', 'Berserk Mode', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Stealth', 'Vehicular Mastery', 'Dexterity', 'Disguise Mastery', 'Indomitable Will']",Marvel Comics
93,Agent 13,0,0,0,0,0,0,0,,Marvel Comics
94,Agent 13,0,0,0,0,0,0,0,,Marvel Comics
95,Agent Anti-Venom,70,55,35,35,65,90,20,"['Agility', 'Dexterity', 'Enhanced Senses', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Reflexes', 'Stamina', 'Toxin and Disease Resistance', 'Weapons Master', 'Accelerated Healing', 'Acid Resistants', 'Acrobatics', 'Adaptation', 'Body Puppetry', 'Camouflage', 'Cold Resistance', 'Danger Sense', 'Disguise Mastery', 'Elasticity', 'Endurance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Touch', 'Fire Resistance', 'Grappling/Climbing', 'Heat Resistance', 'Jump', 'Longevity', 'Matter Manipulation', 'Multiple Personalities', 'Precognition', 'Radiation Immunity', 'Rage Power', 'Regeneration', 'Shapeshifting', 'Surface Scaling', 'Transformation', 'Vehicular Mastery', 'Vision - Night', 'Wallcrawling', 'Weapon Creation', 'Web Creation', 'Explosion Manipulation']",Marvel Comics
96,Agent Bob,0,0,0,0,0,0,0,,Marvel Comics
97,Agent Brand,0,0,0,0,0,0,0,,Marvel Comics
98,Agent Coulson,65,1,6,5,1,30,0,"['Intelligence', 'Marksmanship', 'Master Tactician', 'Vehicular Mastery', 'Weapon-based Powers', 'Weapons Master']",Marvel Comics
99,Agent Coulson,60,1,1,5,10,40,10,"['Stamina', 'Marksmanship', 'Stealth', 'Weapons Master', 'Master Martial Artist']",Marvel Comics
100,Agent Coulson,0,0,0,0,0,0,0,,Marvel Comics
101,Agent Coulson (Destroyer Gun),0,0,0,0,0,0,0,,Marvel Comics
102,Agent Gabriel Jones,0,0,0,0,0,0,0,,Marvel Comics
103,Agent H,0,0,0,0,0,0,0,,Marvel Comics
104,Agent J,0,0,0,0,0,0,0,,Marvel Comics
105,Agent K,0,0,0,0,0,0,0,,Marvel Comics
106,Agent Kahn,0,0,0,0,0,0,0,,Marvel Comics
107,Agent M,0,0,0,0,0,0,0,,Marvel Comics
108,Agent Mania,0,0,0,0,0,0,0,,Marvel Comics
109,Agent May,0,0,0,0,0,0,0,,Marvel Comics
110,Agent Of Hell,0,0,0,0,0,0,0,,Marvel Comics
111,Agent Spider-Man,0,0,0,0,0,0,0,,Marvel Comics
112,Agent Venom,70,25,30,30,65,100,10,"['Danger Sense', 'Grappling/Climbing', 'Master Martial Artist', 'Awakened Power', 'Changing Armor', 'Disguise Mastery', 'Energy Armor', 'Energy Beams', 'Energy Blasts', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Senses', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Thievery', 'Enhanced Touch', 'Fire Resistance', 'Force Fields', 'Natural Armor', 'Preparation', 'Rage Power', 'Reflexes', 'Wallcrawling', 'Weapons Master']",Marvel Comics
113,Agent Venom,0,0,0,0,0,0,0,,Marvel Comics
114,Agent Venom,0,0,0,0,0,0,0,,Marvel Comics
115,Agent Venom,0,0,0,0,0,0,0,,Marvel Comics
116,Agent Wade Wilson,0,0,0,0,0,0,0,,Marvel Comics
117,Agent Zero,0,0,0,0,0,0,0,,Marvel Comics
118,Agent Zero,65,5,17,10,15,85,10,"['Acrobatics', 'Bloodlust', 'Endurance', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Reflexes', 'Stamina', 'Stealth', 'Weapons Master', 'Agility', 'Dexterity', 'Disguise Mastery', 'Jump', 'Longevity']",Marvel Comics
119,Agent-X,0,0,0,0,0,0,0,,Marvel Comics
120,Aghanne,0,0,0,0,0,0,0,,Marvel Comics
121,Aginar,0,0,0,0,0,0,0,,Marvel Comics
122,Agnar,0,0,0,0,0,0,0,,Marvel Comics
123,Agony,0,0,0,0,0,0,0,,Marvel Comics
124,Agony (Klyntar Symbiote),50,25,25,50,60,70,20,"['Accelerated Healing', 'Acrobatics', 'Camouflage', 'Cloaking', 'Durability', 'Elasticity', 'Heal', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Symbiote Costume', 'Symbiotic Regeneration', 'Vision - Night', 'Wallcrawling', 'Web Creation', 'Acidic Spit', 'Agility', 'Biokinesis', 'Cold Resistance', 'Danger Sense', 'Endurance', 'Enhanced Senses', 'Hive-Mind', 'Jump', 'Longevity', 'Natural Weapons', 'Radiation Immunity', 'Reflexes', 'Regeneration', 'Spatial Awareness', 'Toxin and Disease Resistance', 'Vitakinesis', 'Weapon Creation', 'Absorption', 'Animal Attributes', 'Animal Oriented Powers', 'Chemokinesis', 'Mind Control Resistance', 'Possession', 'Shapeshifting', 'Size Changing', 'Substance Secretion', 'Telepathy Resistance', 'Transformation']",Marvel Comics
